permitnum,address,category,description,statuscurrent,applieddate,decisiondate,communityname,ward,quadrant,latitude,longitude,srg,sector
DP2026-01125,907 17 ST NE,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING (SOUTH LOT), SECONDARY SUITE (BASEMENT - 2), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-02T00:00:00.000,2026-07-20T00:00:00.000,MAYLAND HEIGHTS,10.0,NE,51.06,-114.019,ESTABLISHED,NORTHEAST
DP2026-01124,5979 DALHOUSIE DR NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (BICYCLE STALLS)",Hold,2026-03-02T00:00:00.000,,DALHOUSIE,4.0,NW,51.114,-114.157,ESTABLISHED,NORTHWEST
DP2026-01122,3024 13 AV SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (WEST PARCEL), SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-02T00:00:00.000,2026-06-26T00:00:00.000,SHAGANAPPI,8.0,SW,51.041,-114.131,ESTABLISHED,CENTRE
DP2026-01117,125 23 ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE))",Pending Release,2026-03-02T00:00:00.000,2026-06-25T00:00:00.000,WEST HILLHURST,7.0,NW,51.053,-114.116,ESTABLISHED,CENTRE
DP2026-01107,904 33 ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING(1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING(GARAGE)",In Advertising,2026-03-02T00:00:00.000,2026-08-18T00:00:00.000,PARKDALE,7.0,NW,51.06,-114.132,ESTABLISHED,CENTRE
DP2026-01105,527 29 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-02T00:00:00.000,2026-07-28T00:00:00.000,MOUNT PLEASANT,7.0,NW,51.079,-114.073,ESTABLISHED,CENTRE
DP2026-01163,48 MARTINBROOK LI NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Hold,2026-03-03T00:00:00.000,,MARTINDALE,5.0,NE,51.116,-113.96,ESTABLISHED,NORTHEAST
DP2026-01156,19855 40 ST SE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (11 BUILDINGS, 12 PHASES)",Pending Release,2026-03-03T00:00:00.000,2026-06-30T00:00:00.000,SETON,12.0,SE,50.871,-113.948,DEVELOPING,SOUTHEAST
DP2026-01155,2111 15 ST SW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-03T00:00:00.000,2026-07-29T00:00:00.000,BANKVIEW,8.0,SW,51.036,-114.098,ESTABLISHED,CENTRE
DP2026-01153,630 42 ST SW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-03T00:00:00.000,2026-07-21T00:00:00.000,WILDWOOD,6.0,SW,51.048,-114.149,ESTABLISHED,WEST
DP2026-01147,68 ESTON CI SE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (3 PHASES, 3 BUILDINGS)",In Circulation,2026-03-03T00:00:00.000,,BELVEDERE,9.0,SE,51.036,-113.913,DEVELOPING,EAST
DP2026-01178,223 34 AV NE,Residential - Multi-Family,"NEW: TOWNHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDINGS (2 GARAGES)",Pending Release,2026-03-04T00:00:00.000,2026-07-09T00:00:00.000,HIGHLAND PARK,4.0,NE,51.083,-114.059,ESTABLISHED,CENTRE
DP2026-01175,143 WASKATENAU CR SW,Residential - Multi-Family,"NEW: TOWNHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-04T00:00:00.000,2026-07-13T00:00:00.000,WESTGATE,6.0,SW,51.039,-114.157,ESTABLISHED,WEST
DP2026-01164,4550 21 AV SE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-04T00:00:00.000,2026-06-01T00:00:00.000,FOREST LAWN,9.0,SE,51.035,-113.969,ESTABLISHED,EAST
DP2026-01212,2316 34 AV NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,Pending Release,2026-03-05T00:00:00.000,2026-07-30T00:00:00.000,CHARLESWOOD,4.0,NW,51.085,-114.115,ESTABLISHED,NORTHWEST
DP2026-01234,6420 20 ST SE,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (NORTH PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Hold,2026-03-06T00:00:00.000,,OGDEN,9.0,SE,50.996,-114.012,ESTABLISHED,SOUTHEAST
DP2026-01233,6420 20 ST SE,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (SOUTH PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-06T00:00:00.000,2026-04-09T00:00:00.000,OGDEN,9.0,SE,50.996,-114.012,ESTABLISHED,SOUTHEAST
DP2026-01232,368 CAPRI CR NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING (NORTH LOT),Pending Release,2026-03-06T00:00:00.000,2026-07-03T00:00:00.000,CHARLESWOOD,4.0,NW,51.094,-114.122,ESTABLISHED,NORTHWEST
DP2026-01230,2206 ALEXANDER ST SE,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT)",Pending Release,2026-03-06T00:00:00.000,2026-04-27T00:00:00.000,RAMSAY,9.0,SE,51.033,-114.047,ESTABLISHED,CENTRE
DP2026-01228,2315 48 ST NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (2 GARAGES)",Pending Release,2026-03-06T00:00:00.000,2026-06-11T00:00:00.000,MONTGOMERY,7.0,NW,51.078,-114.16,ESTABLISHED,NORTHWEST
DP2026-01224,1012 17 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-06T00:00:00.000,2026-06-18T00:00:00.000,MOUNT PLEASANT,7.0,NW,51.068,-114.084,ESTABLISHED,CENTRE
DP2026-01222,368 CAPRI CR NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING (SOUTH LOT),Pending Release,2026-03-06T00:00:00.000,2026-06-18T00:00:00.000,CHARLESWOOD,4.0,NW,51.094,-114.122,ESTABLISHED,NORTHWEST
DP2026-01221,2027 39 ST SE,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-06T00:00:00.000,2026-07-28T00:00:00.000,FOREST LAWN,9.0,SE,51.035,-113.977,ESTABLISHED,EAST
DP2026-01250,40B FALLSWATER RD NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Under Review,2026-03-08T00:00:00.000,,FALCONRIDGE,5.0,NE,51.099,-113.943,ESTABLISHED,NORTHEAST
DP2026-01245,5366 MAIDSTONE RD NE,Residential - Secondary Suite,"REVISION: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Pending Release,2026-03-08T00:00:00.000,2026-07-25T00:00:00.000,MARLBOROUGH PARK,10.0,NE,51.059,-113.953,ESTABLISHED,NORTHEAST
DP2026-01263,4413 13 AV SW,Residential - Multi-Family - Minor and Rowhouses,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",In Circulation,2026-03-09T00:00:00.000,,ROSSCARROCK,8.0,SW,51.041,-114.151,ESTABLISHED,WEST
DP2026-01261,1292 NORTHMOUNT DR NW,Residential - Multi-Family - Minor and Rowhouses,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-09T00:00:00.000,2026-07-23T00:00:00.000,BRENTWOOD,4.0,NW,51.092,-114.126,ESTABLISHED,NORTHWEST
DP2026-01258,1406 26 ST SW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING),In Circulation,2026-03-09T00:00:00.000,,SHAGANAPPI,8.0,SW,51.041,-114.123,ESTABLISHED,CENTRE
DP2026-01257,4351 70 ST NW,Residential - Multi-Family - Minor and Rowhouses,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-09T00:00:00.000,2026-06-11T00:00:00.000,BOWNESS,1.0,NW,51.091,-114.193,ESTABLISHED,NORTHWEST
DP2026-01251,83 MARBANK WY NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Pending Release,2026-03-09T00:00:00.000,2026-07-31T00:00:00.000,MARLBOROUGH,10.0,NE,51.064,-113.978,ESTABLISHED,NORTHEAST
DP2026-01313,2632 32 AV SW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Hold,2026-03-10T00:00:00.000,,RICHMOND,8.0,SW,51.025,-114.123,ESTABLISHED,CENTRE
DP2026-01301,10227 SACRAMENTO DR SW,Residential - Multi-Family,"NEW: DWELLING UNIT (1 BUILDING), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE, STORAGE UNIT)",Pending Release,2026-03-10T00:00:00.000,2026-08-12T00:00:00.000,SOUTHWOOD,11.0,SW,50.964,-114.079,ESTABLISHED,SOUTH
DP2026-01300,114 HOUNSLOW DR NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-10T00:00:00.000,2026-06-01T00:00:00.000,HIGHWOOD,4.0,NW,51.093,-114.084,ESTABLISHED,CENTRE
DP2026-01296,607 POPLAR RD SW,Residential - Multi-Family,"NEW: DWELLING UNITS (1 BUILDING), SECONDARY SUITES (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-10T00:00:00.000,2026-07-16T00:00:00.000,SPRUCE CLIFF,6.0,SW,51.048,-114.137,ESTABLISHED,WEST
DP2026-01290,303 37 ST SW,Residential - Multi-Family,"NEW: DWELLING UNITS (1 BUILDING), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Hold,2026-03-10T00:00:00.000,,SPRUCE CLIFF,6.0,SW,51.052,-114.141,ESTABLISHED,WEST
DP2026-01289,6 GREENWICH CM NW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Pending Release,2026-03-10T00:00:00.000,2026-04-20T00:00:00.000,GREENWOOD/GREENBRIAR,1.0,NW,51.093,-114.231,DEVELOPING,NORTHWEST
DP2026-01288,4307 70 ST NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-10T00:00:00.000,2026-07-27T00:00:00.000,BOWNESS,1.0,NW,51.09,-114.192,ESTABLISHED,NORTHWEST
DP2026-01333,147 GREENWICH HE NW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Pending Release,2026-03-11T00:00:00.000,2026-04-20T00:00:00.000,GREENWOOD/GREENBRIAR,1.0,NW,51.093,-114.226,DEVELOPING,NORTHWEST
DP2026-01331,2024 30 AV SW,Residential - New Single / Semi / Duplex,NEW: SEMI-DETACHED DWELLING,Pending Release,2026-03-11T00:00:00.000,2026-07-30T00:00:00.000,SOUTH CALGARY,8.0,SW,51.027,-114.108,ESTABLISHED,CENTRE
DP2026-01323,2424 17 AV SW,Residential - Multi-Family,"NEW: DWELLING UNIT (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (CARPORT)",Hold,2026-03-11T00:00:00.000,,SCARBORO/SUNALTA WEST,8.0,SW,51.038,-114.117,ESTABLISHED,CENTRE
DP2026-01403,2315 22A ST NW,Residential - Secondary Suite,"NEW: BACKYARD SUITE (ABOVE GARAGE - 2), ACCESSORY RESIDENTIAL BUILDING (GARAGE - 2)",Pending Release,2026-03-13T00:00:00.000,2026-06-01T00:00:00.000,BANFF TRAIL,7.0,NW,51.071,-114.112,ESTABLISHED,CENTRE
DP2026-01398,2948 13 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE BUILDING (1 BUILDING), SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Hold,2026-03-13T00:00:00.000,,ST. ANDREWS HEIGHTS,7.0,NW,51.065,-114.13,ESTABLISHED,CENTRE
DP2026-01386,4367 69 ST NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (BIKE STORAGE)",Pending Release,2026-03-13T00:00:00.000,2026-07-21T00:00:00.000,BOWNESS,1.0,NW,51.092,-114.192,ESTABLISHED,NORTHWEST
DP2026-01377,7927 36 AV NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING (EAST PARCEL), SECONDARY SUITE, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-13T00:00:00.000,2026-07-31T00:00:00.000,BOWNESS,1.0,NW,51.087,-114.201,ESTABLISHED,NORTHWEST
DP2026-01376,7927 36 AV NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING (WEST PARCEL), SECONDARY SUITE, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-13T00:00:00.000,2026-07-13T00:00:00.000,BOWNESS,1.0,NW,51.087,-114.201,ESTABLISHED,NORTHWEST
DP2026-01371,2416 76 AV SE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-13T00:00:00.000,2026-07-24T00:00:00.000,OGDEN,9.0,SE,50.985,-114.002,ESTABLISHED,SOUTHEAST
DP2026-01420,487 NORTHMOUNT DR NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-14T00:00:00.000,2026-07-06T00:00:00.000,HIGHWOOD,4.0,NW,51.091,-114.083,ESTABLISHED,CENTRE
DP2026-01419,479 NORTHMOUNT DR NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-14T00:00:00.000,2026-07-06T00:00:00.000,HIGHWOOD,4.0,NW,51.091,-114.083,ESTABLISHED,CENTRE
DP2026-01417,483 NORTHMOUNT DR NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-14T00:00:00.000,2026-07-06T00:00:00.000,HIGHWOOD,4.0,NW,51.091,-114.083,ESTABLISHED,CENTRE
DP2026-01414,6375 32 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-14T00:00:00.000,2026-07-21T00:00:00.000,BOWNESS,1.0,NW,51.081,-114.18,ESTABLISHED,NORTHWEST
DP2026-01409,518 7A ST NE,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE), ",Pending Release,2026-03-14T00:00:00.000,2026-07-30T00:00:00.000,BRIDGELAND/RIVERSIDE,9.0,NE,51.057,-114.044,ESTABLISHED,CENTRE
DP2026-01430,2207 8 AV SE,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Under Review,2026-03-15T00:00:00.000,,INGLEWOOD,9.0,SE,51.033,-114.013,ESTABLISHED,CENTRE
DP2026-01443,8 RANGE WY NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (SOUTH PARCEL), BACKYARD SUITE",Pending Release,2026-03-16T00:00:00.000,2026-07-31T00:00:00.000,RANCHLANDS,2.0,NW,51.125,-114.191,ESTABLISHED,NORTHWEST
DP2026-01442,8 RANGE WY NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (NORTH PARCEL), BACKYARD SUITE",Pending Release,2026-03-16T00:00:00.000,2026-07-31T00:00:00.000,RANCHLANDS,2.0,NW,51.125,-114.191,ESTABLISHED,NORTHWEST
DP2026-01441,3715 14 AV SE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-16T00:00:00.000,2026-05-20T00:00:00.000,FOREST LAWN,9.0,SE,51.041,-113.981,ESTABLISHED,EAST
DP2026-01440,336 WILDWOOD DR SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (NORTH PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-16T00:00:00.000,2026-07-20T00:00:00.000,WILDWOOD,6.0,SW,51.058,-114.157,ESTABLISHED,WEST
DP2026-01438,1504 20A ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",In Advertising,2026-03-16T00:00:00.000,2026-08-20T00:00:00.000,HOUNSFIELD HEIGHTS/BRIAR HILL,7.0,NW,51.065,-114.109,ESTABLISHED,CENTRE
DP2026-01480,2736 41 ST SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (NORTH LOT), SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Pending Release,2026-03-17T00:00:00.000,2026-06-22T00:00:00.000,GLENDALE,6.0,SW,51.029,-114.147,ESTABLISHED,WEST
DP2026-01475,501 28 AV NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (CARPORT)",Hold,2026-03-17T00:00:00.000,,MOUNT PLEASANT,7.0,NW,51.078,-114.072,ESTABLISHED,CENTRE
DP2026-01472,1220 BEL-AIRE DR SW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - REAR),Hold,2026-03-17T00:00:00.000,2026-05-06T00:00:00.000,BEL-AIRE,11.0,SW,50.999,-114.088,ESTABLISHED,CENTRE
DP2026-01470,1529 27 AV SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",In Advertising,2026-03-17T00:00:00.000,2026-08-24T00:00:00.000,SOUTH CALGARY,8.0,SW,51.029,-114.096,ESTABLISHED,CENTRE
DP2026-01464,240 SKYVIEW BA NE,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (8 BUILDINGS),Hold,2026-03-17T00:00:00.000,,SKYVIEW RANCH,5.0,NE,51.157,-113.954,DEVELOPING,NORTHEAST
DP2026-01513,75 FENTON RD SE,Residential - Multi-Family,"NEW: DWELLING UNITS (2 BUILDINGS), SECONDARY SUITE (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (CARPORT)",Pending Decision,2026-03-18T00:00:00.000,2026-08-17T00:00:00.000,FAIRVIEW,11.0,SE,50.981,-114.06,ESTABLISHED,SOUTH
DP2026-01512,16 ROSSMERE RD SW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (2), BACKYARD SUITE (2), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-18T00:00:00.000,2026-07-25T00:00:00.000,ROSSCARROCK,8.0,SW,51.047,-114.15,ESTABLISHED,WEST
DP2026-01502,4436 21 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-18T00:00:00.000,2026-07-29T00:00:00.000,MONTGOMERY,7.0,NW,51.072,-114.154,ESTABLISHED,NORTHWEST
DP2026-01501,3609 14 ST NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-18T00:00:00.000,2026-07-22T00:00:00.000,COLLINGWOOD,4.0,NW,51.084,-114.095,ESTABLISHED,NORTHWEST
DP2026-01497,3910 23 AV SE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING(1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING(GARAGE)  ",Pending Release,2026-03-18T00:00:00.000,2026-07-06T00:00:00.000,FOREST LAWN,9.0,SE,51.033,-113.978,ESTABLISHED,EAST
DP2026-01494,95 HOLLAND ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING) SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-18T00:00:00.000,2026-07-10T00:00:00.000,HIGHWOOD,4.0,NW,51.093,-114.086,ESTABLISHED,CENTRE
DP2026-01561,6407 32 AV NW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT -2), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2026-03-19T00:00:00.000,2026-05-04T00:00:00.000,BOWNESS,1.0,NW,51.081,-114.181,ESTABLISHED,NORTHWEST
DP2026-01543,536 THORNHILL PL NW,Residential - Multi-Family,"NEW: SEMI-DETACHED DWELLING (2 BUILDINGS), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Hold,2026-03-19T00:00:00.000,,THORNCLIFFE,4.0,NW,51.098,-114.073,ESTABLISHED,NORTH
DP2026-01541,922 8 AV NE,Residential - Multi-Family,"NEW: DWELLING UNITS (1 BUILDING), SECONDARY SUITES",Hold,2026-03-19T00:00:00.000,,RENFREW,9.0,NE,51.06,-114.042,ESTABLISHED,CENTRE
DP2026-01535,2543 MORLEY TR NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (GARAGE), SECONDARY SUITE (4 SUITES) ",Pending Release,2026-03-19T00:00:00.000,2026-07-21T00:00:00.000,BANFF TRAIL,7.0,NW,51.076,-114.109,ESTABLISHED,CENTRE
DP2024-03887,201 NOLANHURST HT NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-06-01T00:00:00.000,2024-07-08T00:00:00.000,NOLAN HILL,2.0,NW,51.181,-114.174,COMPLETE,NORTH
DP2024-03886,75 DEL RAY CR NE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN & 2ND FLOOR - FRONT & REAR),Released,2024-06-01T00:00:00.000,2024-07-04T00:00:00.000,MONTEREY PARK,10.0,NE,51.073,-113.923,ESTABLISHED,NORTHEAST
DP2024-03884,106 HARVEST CREEK CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT ),Released,2024-06-01T00:00:00.000,2024-07-08T00:00:00.000,HARVEST HILLS,3.0,NE,51.146,-114.044,ESTABLISHED,NORTH
DP2024-03911,75 CANTERBURY DR SW,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - GARAGE NORTH SIDE, REAR BALCONY)",Released,2024-06-02T00:00:00.000,2025-01-30T00:00:00.000,CANYON MEADOWS,13.0,SW,50.943,-114.09,ESTABLISHED,SOUTH
DP2024-03910,2031 37 ST SW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT, SECONDARY SUITES (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-06-02T00:00:00.000,2024-10-20T00:00:00.000,GLENDALE,6.0,SW,51.035,-114.141,ESTABLISHED,WEST
DP2024-03902,204 AUBURN GLEN DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-06-02T00:00:00.000,2024-07-03T00:00:00.000,AUBURN BAY,12.0,SE,50.9,-113.953,COMPLETE,SOUTHEAST
DP2024-03966,108 WALDEN HT SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT); RELAXATION: SINGLE DETACHED DWELLING (COVERED ENTRY) - PROJECTION INTO SIDE SETBACK,Released,2024-06-03T00:00:00.000,2024-07-18T00:00:00.000,WALDEN,14.0,SE,50.869,-114.034,COMPLETE,SOUTH
DP2024-03965,48 WOODFORD PL SW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT AND REAR),Released,2024-06-03T00:00:00.000,2024-11-11T00:00:00.000,WOODBINE,13.0,SW,50.95,-114.125,ESTABLISHED,SOUTH
DP2024-03964,124 BELMONT GR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-06-03T00:00:00.000,2024-06-24T00:00:00.000,BELMONT,13.0,SW,50.871,-114.065,DEVELOPING,SOUTH
DP2024-03963,29 EVANSRIDGE PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-06-03T00:00:00.000,2024-07-29T00:00:00.000,EVANSTON,2.0,NW,51.178,-114.123,COMPLETE,NORTH
DP2024-03962,64 CORNER MEADOWS HE NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-06-03T00:00:00.000,2024-07-29T00:00:00.000,CORNERSTONE,5.0,NE,51.152,-113.927,DEVELOPING,NORTHEAST
