sample_site,site_key,sample_date,parameter,numeric_result,result_units,result_qualifier,latitude_degrees,longitude_degrees
Bow River Highway 22 Bridge,SUR_BR-22,2022-03-14 10:54:00,Nitrate (NO3-N),0.154,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-03-14 10:54:00,Turbidity,0.52,NTU,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,pH,8.2,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,Total Phosphorus (TP),0.015,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,Turbidity,6.4,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,Water Temperature (Field),0.3,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,Nitrate (NO3-N),0.21,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,Dissolved Oxygen (Field),12.4,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-03-15 09:07:00,E.coli,20.3,MPN/100mL,,51.03857,-114.012943
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,Total Phosphorus (TP),0.039,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,E.coli,36.9,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,Turbidity,4.2,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,Water Temperature (Field),1.5,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,Dissolved Oxygen (Field),11.48,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,pH,8.0,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-03-15 10:08:00,Nitrate (NO3-N),1.36,mg/L,,50.81972,-113.79556
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,E.coli,48.7,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,Turbidity,6.1,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,Total Phosphorus (TP),0.06,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,pH,8.0,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,Dissolved Oxygen (Field),12.09,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,Water Temperature (Field),1.6,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-03-15 11:00:00,Nitrate (NO3-N),1.44,mg/L,,50.841969,-113.951134
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,Nitrate (NO3-N),0.142,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,pH,8.3,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,Dissolved Oxygen (Field),13.1,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,Total Phosphorus (TP),0.004,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,Turbidity,0.82,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,E.coli,1.0,MPN/100mL,<,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-03-16 09:28:00,Water Temperature (Field),0.3,°C,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,Dissolved Oxygen (Field),13.74,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,Water Temperature (Field),0.0,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,Total Phosphorus (TP),0.004,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,E.coli,1.0,MPN/100mL,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,Turbidity,1.2,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,pH,8.3,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-03-16 10:15:00,Nitrate (NO3-N),0.155,mg/L,,51.04665,-114.114456
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,pH,8.2,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,Nitrate (NO3-N),0.818,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,Turbidity,4.5,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,Water Temperature (Field),0.8,°C,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,Total Phosphorus (TP),0.034,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,E.coli,32.3,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-03-16 10:48:00,Dissolved Oxygen (Field),14.34,mg/L,,50.938753,-114.008639
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,Dissolved Oxygen (Field),14.05,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,Water Temperature (Field),0.2,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,Turbidity,0.15,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,pH,8.2,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,Nitrate (NO3-N),0.14,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,Total Phosphorus (TP),0.002,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-03-21 09:26:00,E.coli,1.0,MPN/100mL,<,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,Total Phosphorus (TP),0.006,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,Turbidity,7.9,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,Dissolved Oxygen (Field),13.87,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,pH,8.2,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,Nitrate (NO3-N),0.137,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,E.coli,1.0,MPN/100mL,<,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-03-21 09:47:00,Water Temperature (Field),0.0,°C,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,E.coli,3.0,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,pH,8.1,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,Turbidity,2.0,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,Total Phosphorus (TP),0.004,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,Dissolved Oxygen (Field),13.17,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,Nitrate (NO3-N),0.144,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-03-21 10:10:00,Water Temperature (Field),0.3,°C,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,Nitrate (NO3-N),0.164,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,Dissolved Oxygen (Field),12.67,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,Water Temperature (Field),0.0,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,Turbidity,3.7,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,Total Phosphorus (TP),0.008,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-03-22 08:53:00,E.coli,18.3,MPN/100mL,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,pH,8.2,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,Total Phosphorus (TP),0.005,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,Nitrate (NO3-N),0.157,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,Dissolved Oxygen (Field),12.28,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,Turbidity,0.72,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,Water Temperature (Field),1.7,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-03-22 09:16:00,E.coli,1.0,MPN/100mL,<,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,Nitrate (NO3-N),0.164,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,Water Temperature (Field),1.4,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,Dissolved Oxygen (Field),12.52,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,Turbidity,0.74,NTU,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,pH,8.2,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,Total Phosphorus (TP),0.005,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-03-22 09:40:00,E.coli,11.0,MPN/100mL,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,pH,8.3,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,Nitrate (NO3-N),0.182,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,E.coli,26.5,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,Dissolved Oxygen (Field),11.95,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,Turbidity,1.0,NTU,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,Water Temperature (Field),3.3,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-03-22 10:05:00,Total Phosphorus (TP),0.005,mg/L,,51.044635,-114.042189
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,Nitrate (NO3-N),0.109,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,Turbidity,0.71,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,Total Phosphorus (TP),0.004,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,Dissolved Oxygen (Field),10.99,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-04-11 10:47:00,Water Temperature (Field),3.6,°C,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,Turbidity,0.73,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,pH,8.3,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,Nitrate (NO3-N),0.117,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,E.coli,1.0,MPN/100mL,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,Total Phosphorus (TP),0.004,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,Water Temperature (Field),3.1,°C,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-04-11 11:29:00,Dissolved Oxygen (Field),10.59,mg/L,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,Water Temperature (Field),2.0,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,Nitrate (NO3-N),0.192,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,Total Phosphorus (TP),0.008,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,Dissolved Oxygen (Field),12.98,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,E.coli,3.1,MPN/100mL,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,pH,8.3,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-04-12 08:36:00,Turbidity,0.86,NTU,,51.03857,-114.012943
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,Water Temperature (Field),2.5,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,Dissolved Oxygen (Field),11.45,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,Turbidity,1.1,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,Total Phosphorus (TP),0.031,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,E.coli,42.0,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,Nitrate (NO3-N),1.23,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-04-12 09:28:00,pH,8.0,pH units,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,Turbidity,1.3,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,pH,8.2,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,E.coli,8.5,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,Nitrate (NO3-N),1.07,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,Water Temperature (Field),2.2,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,Dissolved Oxygen (Field),12.08,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-04-12 10:38:00,Total Phosphorus (TP),0.026,mg/L,,50.81972,-113.79556
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,Nitrate (NO3-N),0.112,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,Water Temperature (Field),2.5,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,Dissolved Oxygen (Field),12.76,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,pH,8.2,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,Total Phosphorus (TP),0.004,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,E.coli,1.0,MPN/100mL,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-04-13 09:20:00,Turbidity,0.88,NTU,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,Nitrate (NO3-N),0.129,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,Dissolved Oxygen (Field),13.15,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,Water Temperature (Field),1.4,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,Turbidity,0.86,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,Total Phosphorus (TP),0.004,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,E.coli,1.0,MPN/100mL,<,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-04-13 09:54:00,pH,8.2,pH units,,51.04665,-114.114456
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,Total Phosphorus (TP),0.02,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,E.coli,161.6,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,pH,8.2,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,Turbidity,0.94,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,Nitrate (NO3-N),0.582,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,Dissolved Oxygen (Field),14.79,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-04-13 10:25:00,Water Temperature (Field),1.0,°C,,50.938753,-114.008639
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,Nitrate (NO3-N),0.131,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,Dissolved Oxygen (Field),13.34,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,Water Temperature (Field),0.8,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,Turbidity,0.25,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,pH,8.2,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,E.coli,2.0,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-04-18 09:46:00,Total Phosphorus (TP),0.003,mg/L,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,Nitrate (NO3-N),0.117,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,pH,8.1,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,Dissolved Oxygen (Field),12.83,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,E.coli,14.8,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,Total Phosphorus (TP),0.003,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,Turbidity,0.46,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-04-18 10:10:00,Water Temperature (Field),0.8,°C,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,Turbidity,0.42,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,pH,8.2,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,Nitrate (NO3-N),0.138,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,Water Temperature (Field),0.7,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,Total Phosphorus (TP),0.003,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,Dissolved Oxygen (Field),12.87,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-04-18 10:35:00,E.coli,5.2,MPN/100mL,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,Water Temperature (Field),2.8,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,Dissolved Oxygen (Field),10.11,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,Total Phosphorus (TP),0.005,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,E.coli,7.4,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,Nitrate (NO3-N),0.158,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,Turbidity,1.3,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-04-19 08:41:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,pH,8.2,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,E.coli,1.0,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,Total Phosphorus (TP),0.004,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,Water Temperature (Field),4.1,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,Dissolved Oxygen (Field),10.78,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,Nitrate (NO3-N),0.096,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-04-19 09:07:00,Turbidity,0.74,NTU,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,Water Temperature (Field),3.7,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,Dissolved Oxygen (Field),10.66,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,Total Phosphorus (TP),0.005,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,E.coli,6.3,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,pH,8.2,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,Nitrate (NO3-N),0.117,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-04-19 09:26:00,Turbidity,0.79,NTU,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,E.coli,49.6,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,pH,8.3,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,Turbidity,1.1,NTU,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,Total Phosphorus (TP),0.006,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,Water Temperature (Field),5.2,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,Nitrate (NO3-N),0.171,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-04-19 09:48:00,Dissolved Oxygen (Field),9.68,mg/L,,51.044635,-114.042189
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,Total Phosphorus (TP),0.005,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,Turbidity,1.9,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,Water Temperature (Field),7.0,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,Nitrate (NO3-N),0.113,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-05-09 10:41:00,Dissolved Oxygen (Field),11.81,mg/L,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2022-05-09 11:12:00,Total Phosphorus (TP),0.006,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-05-09 11:12:00,pH,8.3,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-05-09 11:12:00,Turbidity,2.0,NTU,,51.18297,-114.48733
